temp,humidity,predicted_disease
22.6,91.5,Alternaria leaf spot
22.6,88.6,Alternaria leaf spot
22.6,92.2,Alternaria leaf spot
22.6,89.8,Alternaria leaf spot
22.6,90.1,Alternaria leaf spot
22.7,87.5,Alternaria leaf spot
22.7,94.4,Alternaria leaf spot
22.7,88.8,Alternaria leaf spot
22.7,91.3,Alternaria leaf spot
22.7,89.8,Alternaria leaf spot
22.7,87.7,Alternaria leaf spot
22.8,86.8,Alternaria leaf spot
22.8,87.6,Alternaria leaf spot
22.8,87.8,Alternaria leaf spot
22.8,90.5,Alternaria leaf spot
22.8,90.2,Alternaria leaf spot
22.9,92.9,Alternaria leaf spot
22.9,86.3,Alternaria leaf spot
22.9,87.5,Alternaria leaf spot
22.9,86.4,Alternaria leaf spot
22.9,87.7,Alternaria leaf spot
22.9,86.9,Alternaria leaf spot
22.9,85.1,Alternaria leaf spot
23,87.5,Alternaria leaf spot
23,92.8,Alternaria leaf spot
23,90.2,Alternaria leaf spot
23,86.5,Alternaria leaf spot
23.1,90.1,Alternaria leaf spot
23.1,90.6,Alternaria leaf spot
23.1,87.9,Alternaria leaf spot
23.1,85.8,Alternaria leaf spot
23.1,87.1,Alternaria leaf spot
23.2,85.7,Alternaria leaf spot
23.2,89.2,Alternaria leaf spot
23.2,89.4,Alternaria leaf spot
23.2,88.2,Alternaria leaf spot
23.3,86,Alternaria leaf spot
23.4,92,Alternaria leaf spot
23.5,85.6,Alternaria leaf spot
23.5,87.4,Alternaria leaf spot
23.5,85.7,Alternaria leaf spot
23.5,85.7,Alternaria leaf spot
23.5,86,Alternaria leaf spot
23.6,88.6,Alternaria leaf spot
23.6,86.7,Alternaria leaf spot
23.7,85.7,Alternaria leaf spot
23.7,87,Alternaria leaf spot
23.7,86.5,Alternaria leaf spot
23.9,85.7,Alternaria leaf spot
23.9,87.1,Alternaria leaf spot
24.3,90.3,Alternaria leaf spot
24.4,96.6,Alternaria leaf spot
24.4,85.1,Alternaria leaf spot
25.3,88,Alternaria leaf spot
25.3,93,Alternaria leaf spot
25.4,93.8,Alternaria leaf spot
25.5,96.2,Alternaria leaf spot
25.6,91.8,Alternaria leaf spot
25.7,87.5,Alternaria leaf spot
25.8,93.2,Alternaria leaf spot
25.8,94.5,Alternaria leaf spot
25.8,91,Alternaria leaf spot
25.9,88.5,Alternaria leaf spot
25.9,95.1,Alternaria leaf spot
25.9,89.5,Alternaria leaf spot
25.9,86,Alternaria leaf spot
25.9,86.4,Alternaria leaf spot
26.1,97.3,Alternaria leaf spot
26.1,89.2,Alternaria leaf spot
26.1,92.5,Alternaria leaf spot
26.1,88.4,Alternaria leaf spot
26.2,89.5,Alternaria leaf spot
26.3,91.5,Alternaria leaf spot
26.3,87.4,Alternaria leaf spot
26.4,95.6,Alternaria leaf spot
26.6,85.6,Alternaria leaf spot
26.6,89.5,Alternaria leaf spot
26.8,86.2,Alternaria leaf spot
26.9,86.7,Alternaria leaf spot
27,89.2,Alternaria leaf spot
27.1,88.4,Alternaria leaf spot
27.1,89.5,Alternaria leaf spot
27.2,89.9,Alternaria leaf spot
27.3,88.3,Alternaria leaf spot
27.3,92.5,Alternaria leaf spot
27.3,94.5,Alternaria leaf spot
27.4,89.6,Alternaria leaf spot
27.4,88.6,Alternaria leaf spot
27.5,85.8,Alternaria leaf spot
27.5,85.6,Alternaria leaf spot
27.6,87.8,Alternaria leaf spot
27.6,94,Alternaria leaf spot
27.7,92.3,Alternaria leaf spot
27.7,85.4,Alternaria leaf spot
27.7,88.2,Alternaria leaf spot
27.9,86.9,Alternaria leaf spot
27.9,87.7,Alternaria leaf spot
27.9,85.2,Alternaria leaf spot
20,61.1,Powdery mildew
20,70.8,Powdery mildew
20.1,74.1,Powdery mildew
20.1,78,Powdery mildew
20.1,68.9,Powdery mildew
20.1,68.7,Powdery mildew
20.1,70,Powdery mildew
20.2,80,Powdery mildew
20.2,60.7,Powdery mildew
20.2,66,Powdery mildew
20.2,61.5,Powdery mildew
20.2,66.3,Powdery mildew
20.3,65.1,Powdery mildew
20.3,61.3,Powdery mildew
20.3,70.3,Powdery mildew
20.3,71.4,Powdery mildew
20.4,74.8,Powdery mildew
20.4,75,Powdery mildew
20.4,70,Powdery mildew
20.4,63.3,Powdery mildew
20.4,61.5,Powdery mildew
20.4,66.8,Powdery mildew
20.5,78.6,Powdery mildew
20.5,79.6,Powdery mildew
20.5,66.3,Powdery mildew
20.6,72.1,Powdery mildew
20.6,72.3,Powdery mildew
20.6,65.8,Powdery mildew
20.7,67.9,Powdery mildew
20.8,63.3,Powdery mildew
20.8,60.8,Powdery mildew
20.8,79.9,Powdery mildew
20.9,80,Powdery mildew
20.9,70.5,Powdery mildew
21,65.1,Powdery mildew
21.1,71,Powdery mildew
21.1,69.8,Powdery mildew
21.2,79.8,Powdery mildew
21.2,76,Powdery mildew
21.3,76.6,Powdery mildew
21.3,72.6,Powdery mildew
21.4,72.1,Powdery mildew
21.4,71.1,Powdery mildew
21.4,68.8,Powdery mildew
21.4,66.2,Powdery mildew
21.4,67.4,Powdery mildew
21.5,77.4,Powdery mildew
21.5,77.6,Powdery mildew
21.5,79.8,Powdery mildew
21.5,60.7,Powdery mildew
21.6,64.3,Powdery mildew
21.7,73,Powdery mildew
21.7,69.9,Powdery mildew
21.8,77.3,Powdery mildew
21.8,69.5,Powdery mildew
21.8,63.4,Powdery mildew
21.8,62.8,Powdery mildew
21.8,64.2,Powdery mildew
21.8,63.3,Powdery mildew
21.9,68.9,Powdery mildew
21.9,75.4,Powdery mildew
22,68.1,Powdery mildew
22,61.3,Powdery mildew
22.1,67.5,Powdery mildew
22.2,74.8,Powdery mildew
22.2,77.7,Powdery mildew
22.3,76.7,Powdery mildew
22.3,76.9,Powdery mildew
22.3,70,Powdery mildew
22.3,67.2,Powdery mildew
22.4,73.5,Powdery mildew
22.4,75.5,Powdery mildew
22.4,65.1,Powdery mildew
22.4,67.3,Powdery mildew
22.4,69.2,Powdery mildew
22.5,79.1,Powdery mildew
22.5,68.6,Powdery mildew
22.5,72.8,Powdery mildew
22.5,69.2,Powdery mildew
22.5,72,Powdery mildew
22.5,63.2,Powdery mildew
22.5,66.7,Powdery mildew
22.6,75.8,Powdery mildew
22.6,77.6,Powdery mildew
22.6,69.9,Powdery mildew
22.6,69,Powdery mildew
22.7,78.9,Powdery mildew
22.7,68.9,Powdery mildew
22.7,66.5,Powdery mildew
22.7,63.6,Powdery mildew
22.7,70.3,Powdery mildew
22.8,61,Powdery mildew
22.8,78,Powdery mildew
22.8,60.6,Powdery mildew
22.9,77.8,Powdery mildew
22.9,61.6,Powdery mildew
23,71.2,Powdery mildew
23,68.4,Powdery mildew
23.2,70.4,Powdery mildew
23.2,78.8,Powdery mildew
23.3,70.5,Powdery mildew
23.3,64.3,Powdery mildew
23.4,66.3,Powdery mildew
23.4,70.2,Powdery mildew
23.5,73.4,Powdery mildew
23.5,65,Powdery mildew
23.5,61.1,Powdery mildew
23.6,69,Powdery mildew
23.6,77,Powdery mildew
23.6,80,Powdery mildew
23.6,77.5,Powdery mildew
23.6,61.1,Powdery mildew
23.7,76.9,Powdery mildew
23.7,71.6,Powdery mildew
23.7,69.8,Powdery mildew
23.8,74,Powdery mildew
23.8,78.6,Powdery mildew
23.8,79.2,Powdery mildew
23.9,69.8,Powdery mildew
23.9,66.9,Powdery mildew
24,77.4,Powdery mildew
24.1,65.7,Powdery mildew
24.1,65.2,Powdery mildew
24.1,71,Powdery mildew
24.2,78.2,Powdery mildew
24.2,70.2,Powdery mildew
24.3,77.2,Powdery mildew
24.3,63,Powdery mildew
24.3,69.9,Powdery mildew
24.4,65.1,Powdery mildew
24.4,71.6,Powdery mildew
24.4,70.1,Powdery mildew
24.5,60.6,Powdery mildew
24.5,68.1,Powdery mildew
24.5,73,Powdery mildew
24.6,65,Powdery mildew
24.6,71.6,Powdery mildew
24.7,62.5,Powdery mildew
24.7,69.9,Powdery mildew
24.8,70.9,Powdery mildew
24.9,69.6,Powdery mildew
24.9,64.9,Powdery mildew
25,64.2,Powdery mildew
25,67.6,Powdery mildew
25,69.6,Powdery mildew
12.3,93.8,Scab
12.3,91.1,Scab
12.7,90.9,Scab
12.9,92.8,Scab
13.2,90.5,Scab
13.5,91.5,Scab
14,92.3,Scab
14.3,94.5,Scab
14.4,95.3,Scab
18.1,95.3,Scab
18.9,95.4,Scab
19.2,92.6,Scab
19.3,91,Scab
19.7,91,Scab
19.8,90.6,Scab
19.8,92,Scab
19.8,92.3,Scab
19.8,93.1,Scab
19.9,90.3,Scab
