temp,humidity,predicted_disease,image_path
30.0,44.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_constract_32.jpg
30.1,49.6,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_brightness_30.jpg
32.2,49.2,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_constract_16.jpg
32.6,48.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_brightness_28.jpg
33.5,43.2,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_sharpness_1.jpg
33.9,44.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_sharpness_22.jpg
34.9,44.6,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_color_9.jpg
33.3,43.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_sharpness_30.jpg
32.7,44.5,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_color_25.jpg
33.2,48.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\7.jpg
30.7,71.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_constract_8.jpg
30.5,72.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_color_31.jpg
30.9,70.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_color_8.jpg
30.7,79.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_color_3.jpg
31.2,75.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_brightness_22.jpg
31.2,74.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_constract_16.jpg
32.9,74.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_brightness_18.jpg
31.7,76.4,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_color_23.jpg
31.9,72.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_sharpness_2.jpg
32.0,74.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_color_26.jpg
30.1,81.5,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_constract_32.jpg
30.0,80.5,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_brightness_3.jpg
31.2,72.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_2.jpg
31.2,75.6,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flip22.jpg
30.2,74.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_sharpness_9.jpg
30.3,74.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_constract_14.jpg
30.0,77.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_color_30.jpg
30.8,73.4,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_brightness_10.jpg
30.7,72.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_sharpness_35.jpg
31.2,72.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_brightness_4.jpg
31.4,72.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_color_24.jpg
31.6,71.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_color_39.jpg
31.3,71.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_brightness_28.jpg
31.1,73.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_constract_30.jpg
31.4,72.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_31.jpg
31.2,71.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\1.jpg
30.3,36.9,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_color_40.jpg
31.2,35.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_sharpness_32.jpg
31.7,28.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_color_19.jpg
31.7,30.2,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_sharpness_25.jpg
32.9,29.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_brightness_31.jpg
32.0,30.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_sharpness_13.jpg
31.8,35.5,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_brightness_13.jpg
30.0,38.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_color_28.jpg
30.8,36.4,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flip25.jpg
32.1,34.2,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_constract_27.jpg
30.4,37.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_39.jpg
30.1,37.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_brightness_28.jpg
31.1,31.4,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_color_36.jpg
32.2,29.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_constract_39.jpg
33.7,25.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoom4.jpg
33.9,35.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flip6.jpg
33.8,41.4,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_sharpness_19.jpg
32.3,40.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_constract_31.jpg
31.5,47.2,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoom18.jpg
32.4,38.6,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_constract_8.jpg
32.8,48.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_brightness_40.jpg
34.9,46.5,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_constract_28.jpg
33.7,48.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_brightness_3.jpg
31.4,45.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_sharpness_37.jpg
30.8,43.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_color_8.jpg
33.2,39.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_constract_15.jpg
33.2,47.9,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\5.jpg
32.0,42.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_sharpness_18.jpg
33.6,40.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_brightness_38.jpg
34.5,38.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_constract_6.jpg
31.0,44.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_constract_30.jpg
32.0,46.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_color_26.jpg
32.9,46.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\21.jpg
34.8,42.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_constract_23.jpg
30.2,76.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_constract_36.jpg
30.0,72.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_brightness_18.jpg
31.5,73.2,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_sharpness_17.jpg
32.9,70.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_sharpness_39.jpg
32.4,73.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_color_32.jpg
30.3,76.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_constract_3.jpg
30.0,78.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_brightness_22.jpg
30.3,76.2,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_brightness_39.jpg
31.0,75.6,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_constract_17.jpg
30.2,71.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flip6.jpg
30.6,74.5,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_constract_37.jpg
31.5,70.4,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\29.jpg
31.2,71.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_sharpness_21.jpg
31.8,71.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_brightness_27.jpg
30.7,74.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_brightness_34.jpg
30.4,73.5,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_sharpness_23.jpg
32.0,74.2,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoom33.jpg
32.6,72.4,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_19.jpg
31.8,71.6,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_sharpness_31.jpg
30.6,70.5,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\36.jpg
30.6,72.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_sharpness_36.jpg
30.6,73.6,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_brightness_39.jpg
31.2,73.6,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_color_20.jpg
30.5,72.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_sharpness_2.jpg
30.5,72.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_constract_6.jpg
30.5,74.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_sharpness_22.jpg
30.3,74.2,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_constract_13.jpg
30.4,73.9,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoom36.jpg
30.0,73.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_constract_5.jpg
30.3,43.9,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_brightness_6.jpg
30.5,42.2,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_sharpness_2.jpg
30.4,44.1,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_sharpness_18.jpg
30.6,40.5,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flip12.jpg
31.1,39.4,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_constract_33.jpg
30.6,39.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_brightness_30.jpg
31.3,32.4,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_sharpness_5.jpg
31.1,32.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_color_20.jpg
31.7,35.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_brightness_39.jpg
33.0,36.6,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_color_4.jpg
33.9,27.6,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_sharpness_23.jpg
33.5,34.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_brightness_22.jpg
33.4,33.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_brightness_21.jpg
33.0,43.4,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_brightness_22.jpg
30.8,44.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_color_26.jpg
30.9,38.5,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_19.jpg
32.5,40.9,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_sharpness_29.jpg
32.2,41.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_color_4.jpg
32.2,39.5,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flip11.jpg
33.5,42.2,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_sharpness_28.jpg
34.3,39.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flip21.jpg
34.2,29.7,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_color_3.jpg
34.4,26.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_sharpness_21.jpg
33.6,28.3,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_brightness_31.jpg
32.8,31.5,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\random_crop_pil_sharpness_28.jpg
33.8,33.0,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoompil_brightness_22.jpg
34.2,25.8,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flip8.jpg
33.1,27.4,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\rotate_zoom19.jpg
32.7,26.9,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\pil_constract_7.jpg
31.1,47.9,Bacterial Blight,D:\crops\dataset\cotton\Bacterial blight\vertical_flippil_sharpness_1.jpg
