temp,humidity,predicted_disease,image_path
25.9,90.6,Bacterial Spot,D:\crops\dataset\tomato\Bacterial_spot\BS_(259).jpg
25.4,91.0,Bacterial Spot,D:\crops\dataset\tomato\Bacterial_spot\c8875e15-728e-4c47-829f-c194fee60ae5___GCREC_Bact.Sp 3296.JPG
25.7,90.1,Bacterial Spot,D:\crops\dataset\tomato\Bacterial_spot\eaea12c1-998c-4853-ba5e-95c8cb08c4b9___GCREC_Bact.Sp 3324.JPG
26.0,90.9,Bacterial Spot,D:\crops\dataset\tomato\Bacterial_spot\6be0f74e-cc77-417d-9464-fca77edb8079___GCREC_Bact.Sp 3819.JPG
25.8,92.9,Bacterial Spot,D:\crops\dataset\tomato\Bacterial_spot\24cd9e39-f7d2-4dd3-9681-b3a8e35cd3db___GCREC_Bact.Sp 3048.JPG
25.5,92.6,Bacterial Spot,D:\crops\dataset\tomato\Bacterial_spot\8359ee8c-ab0e-4aaf-9369-b1a748e4dcf1___GCREC_Bact.Sp 6337.JPG
25.5,92.5,Bacterial Spot,D:\crops\dataset\tomato\Bacterial_spot\71eeeb09-ce59-4b58-80a4-a01c4348a218___GCREC_Bact.Sp 3305.JPG
24.9,83.0,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3195.jpg
24.9,79.9,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3658.jpg
24.9,79.0,Early Blight,D:\crops\dataset\tomato\Early_blight\b3129245-a3b0-4451-a213-b15fe08734b7___RS_Erly.B 9423_flipTB.JPG
24.5,81.4,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(128).JPG
24.8,77.7,Early Blight,D:\crops\dataset\tomato\Early_blight\126689-004-D622CD2F_jpg.rf.bb3cb90b0b8016bddd9762a5663dbe0e.jpg
24.9,78.5,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3249.jpg
24.6,79.5,Early Blight,D:\crops\dataset\tomato\Early_blight\29345423-647e-4e1b-81f4-16d8cfc0e137___RS_Erly.B 7422_flipTB.JPG
24.1,83.1,Early Blight,D:\crops\dataset\tomato\Early_blight\07324d80-17c5-4541-9702-62e9c744ac07___RS_Erly.B 7455_180deg.JPG
24.0,82.0,Early Blight,D:\crops\dataset\tomato\Early_blight\b81b4276-e0c9-460a-ab94-79b6a5d0f2d6___RS_Erly.B 7538_flipTB.JPG
24.3,80.3,Early Blight,D:\crops\dataset\tomato\Early_blight\c084fdcc-8347-4e73-be57-e66840ffba28___RS_Erly.B 7787.JPG
24.8,80.7,Early Blight,D:\crops\dataset\tomato\Early_blight\150cfe75-133e-4e98-90cb-de96a8120c03___RS_Erly.B 9414.JPG
24.3,83.6,Early Blight,D:\crops\dataset\tomato\Early_blight\0208ed52-1b28-4c9c-88e3-4667581e1109___RS_Erly.B 7829_180deg.JPG
24.4,82.5,Early Blight,D:\crops\dataset\tomato\Early_blight\db228bdf-309f-4dd5-a3c7-d77af0acadb8___RS_Erly.B 7584_flipTB.JPG
24.9,81.6,Early Blight,D:\crops\dataset\tomato\Early_blight\efe14014-c5b8-433b-a469-e10ca8d7c551___RS_Erly.B 7499_flipTB.JPG
24.1,82.4,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3611.jpg
24.0,84.7,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3775.jpg
24.9,77.9,Early Blight,D:\crops\dataset\tomato\Early_blight\90c69e4c-c526-4f72-b0b0-4127fc6acb0a___RS_Erly.B 7782_flipTB.JPG
24.0,83.3,Early Blight,D:\crops\dataset\tomato\Early_blight\b6d8ce15-f786-4998-a67c-1390da696a07___RS_Erly.B 9521_flipTB.JPG
24.9,78.9,Early Blight,D:\crops\dataset\tomato\Early_blight\1de17623-e625-4a3a-91e8-64973e6d09fd___RS_Erly.B 9577.JPG
24.1,84.8,Early Blight,D:\crops\dataset\tomato\Early_blight\10e7dcfd-2cbc-4623-ba9f-94f0e2e4fe13___RS_Erly.B 7648.JPG
24.3,80.5,Early Blight,D:\crops\dataset\tomato\Early_blight\f459c3ee-91f9-42e4-8a61-8c2b6ba9a435___RS_Erly.B 9522.JPG
24.1,79.7,Early Blight,D:\crops\dataset\tomato\Early_blight\3537d467-9926-49dc-8d11-74a76b196354___RS_Erly.B 7665.JPG
24.1,81.7,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(602).JPG
24.8,79.5,Early Blight,D:\crops\dataset\tomato\Early_blight\3205c4f9-9dd4-44ce-8e4c-0bd93405d60b___RS_Erly.B 6331.JPG
24.5,83.9,Early Blight,D:\crops\dataset\tomato\Early_blight\386b2d80-35c1-4fa5-98b6-f78c1c9cfb36___RS_Erly.B 6470_180deg.JPG
24.2,84.1,Early Blight,D:\crops\dataset\tomato\Early_blight\Early-blight-660x440_jpg.rf.5e64f2703696a5272b3f2945ad72f3a6.jpg
24.3,83.5,Early Blight,D:\crops\dataset\tomato\Early_blight\0bb52721-51a6-4343-8c54-de15cedf8e5c___RS_Erly.B 7572.JPG
24.2,78.1,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3323.jpg
24.3,81.6,Early Blight,D:\crops\dataset\tomato\Early_blight\fbe86131-6873-460e-880a-6ee8576b6bc9___RS_Erly.B 7551_flipTB.JPG
24.8,82.5,Early Blight,D:\crops\dataset\tomato\Early_blight\92df4dc7-e952-4454-9fed-a7897d16903b___RS_Erly.B 6448_flipTB.JPG
24.6,83.1,Early Blight,D:\crops\dataset\tomato\Early_blight\c2369b01-d04f-443c-b6ab-9e62e1480420___RS_Erly.B 8397_flipTB.JPG
24.7,82.2,Early Blight,D:\crops\dataset\tomato\Early_blight\b8b9300b-f085-49ce-a052-5c003e493f7e___RS_Erly.B 7507.JPG
24.7,73.9,Early Blight,D:\crops\dataset\tomato\Early_blight\84fe717f-2161-43c2-ad2f-ee2678a31e9f___RS_Erly.B 9416_flipTB.JPG
24.9,79.5,Early Blight,D:\crops\dataset\tomato\Early_blight\96f7a84a-cafa-487d-a032-548cfe965bdb___RS_Erly.B 9621_flipTB.JPG
24.3,83.9,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3264.jpg
24.8,79.4,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(39).jpg
24.1,80.7,Early Blight,D:\crops\dataset\tomato\Early_blight\264bc13b-2bcd-40f8-ae25-23aef0ccdc64___RS_Erly.B 7589_180deg.JPG
24.0,79.7,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3406.jpg
24.3,79.9,Early Blight,D:\crops\dataset\tomato\Early_blight\73f4d791-745e-49b8-82d8-e29b24ddd0e5___RS_Erly.B 7593.JPG
24.9,78.9,Early Blight,D:\crops\dataset\tomato\Early_blight\cc822ace-0411-4ff9-b040-3670031c6467___RS_Erly.B 7553_180deg.JPG
24.3,80.5,Early Blight,D:\crops\dataset\tomato\Early_blight\f9f35406-f925-4c34-a1f5-0f73563033a0___RS_Erly.B 7570.JPG
24.7,77.7,Early Blight,D:\crops\dataset\tomato\Early_blight\54d55df4-c760-4191-b998-d1e1493a35f5___RS_Erly.B 7524_flipTB.JPG
24.0,82.4,Early Blight,D:\crops\dataset\tomato\Early_blight\a00845f3-9a14-474b-967c-82b7ea7b314f___RS_Erly.B 7550_flipTB.JPG
24.2,77.1,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3476.jpg
24.3,71.4,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3502.jpg
24.6,73.9,Early Blight,D:\crops\dataset\tomato\Early_blight\c684414e-2c2b-4d12-bca0-2a5fb271e1da___RS_Erly.B 8425_180deg.JPG
24.7,72.0,Early Blight,D:\crops\dataset\tomato\Early_blight\546af1f7-3d4f-4024-88b1-f981fea7f2dd___RS_Erly.B 9455_180deg.JPG
24.4,77.7,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3387.jpg
24.2,81.8,Early Blight,D:\crops\dataset\tomato\Early_blight\38c6a01b-91c0-431b-8f58-05fa43cf94b7___RS_Erly.B 9408.JPG
24.3,83.4,Early Blight,D:\crops\dataset\tomato\Early_blight\113562f3-fe24-4b28-9ec8-7ca432bded47___RS_Erly.B 9402_180deg.JPG
24.0,81.2,Early Blight,D:\crops\dataset\tomato\Early_blight\earlyblightresize_jpg.rf.2140a7d3669e1c2d4acc2e5cf070f3d0.jpg
24.7,74.4,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3191.jpg
24.7,76.9,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(8).jpg
24.2,77.0,Early Blight,D:\crops\dataset\tomato\Early_blight\a6abb0cb-af59-4136-a928-f08d5313ae36___RS_Erly.B 7561.JPG
24.2,79.7,Early Blight,D:\crops\dataset\tomato\Early_blight\images.jpg
24.9,79.5,Early Blight,D:\crops\dataset\tomato\Early_blight\6043e8e3-0ab2-4b30-b125-e2a26123b487___RS_Erly.B 8307_flipTB.JPG
24.6,80.8,Early Blight,D:\crops\dataset\tomato\Early_blight\47e03272-d314-4928-bf7c-eda3ba6e7371___RS_Erly.B 7380_flipTB.JPG
24.5,72.8,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3479.jpg
24.4,75.3,Early Blight,D:\crops\dataset\tomato\Early_blight\Close-up-early-blight.jpg
24.0,74.9,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3171.jpg
24.5,73.2,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(96).JPG
24.6,74.4,Early Blight,D:\crops\dataset\tomato\Early_blight\62b8d81a-906b-4885-8b2d-e317d7bdd705___RS_Erly.B 7832_flipTB.JPG
24.7,72.1,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3727.jpg
24.8,77.7,Early Blight,D:\crops\dataset\tomato\Early_blight\7b4b71f7-ba45-45b8-80c4-a80ae73b9d0f___RS_Erly.B 7611.JPG
24.7,78.7,Early Blight,D:\crops\dataset\tomato\Early_blight\654d7c11-664e-47c0-a6aa-c5c45a07e386___RS_Erly.B 7799.JPG
24.1,82.8,Early Blight,D:\crops\dataset\tomato\Early_blight\55761153-0f6a-4dad-981e-16fde2ac683f___RS_Erly.B 6387_flipTB.JPG
24.1,78.8,Early Blight,D:\crops\dataset\tomato\Early_blight\a54e9f9d-e56b-4097-83c2-b137f9111edf___RS_Erly.B 9411_180deg.JPG
24.0,77.1,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3854.jpg
24.0,78.3,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(213).JPG
24.0,77.8,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(119).JPG
24.1,82.8,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(105).JPG
24.5,81.8,Early Blight,D:\crops\dataset\tomato\Early_blight\d53bdcff-1ea7-46c7-9d46-701d104bf130___RS_Erly.B 8353.JPG
24.2,83.2,Early Blight,D:\crops\dataset\tomato\Early_blight\b0bc0b85-fce9-43cc-87d1-481d4a107b5c___RS_Erly.B 9451.JPG
24.5,78.3,Early Blight,D:\crops\dataset\tomato\Early_blight\images (1).jpg
24.0,80.8,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3402.jpg
24.2,79.6,Early Blight,D:\crops\dataset\tomato\Early_blight\07324d80-17c5-4541-9702-62e9c744ac07___RS_Erly.B 7455.JPG
24.5,79.9,Early Blight,D:\crops\dataset\tomato\Early_blight\a67b9ba1-99ff-4826-8f7b-1b89ca61980e___RS_Erly.B 7597_flipTB.JPG
24.4,81.4,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(157).JPG
24.4,80.0,Early Blight,D:\crops\dataset\tomato\Early_blight\5b71fe03-84fc-4866-9bf8-e557ce918c6e___RS_Erly.B 9580.JPG
24.4,77.6,Early Blight,D:\crops\dataset\tomato\Early_blight\47465f0e-80ef-4641-b24b-7147dd82596d___RS_Erly.B 9473.JPG
24.3,78.4,Early Blight,D:\crops\dataset\tomato\Early_blight\7bab9b53-f608-4f3f-8325-d730d846b3d9___RS_Erly.B 7695.JPG
24.4,77.1,Early Blight,D:\crops\dataset\tomato\Early_blight\243a77c6-b401-43c4-9230-68b4b11f3b83___RS_Erly.B 7754_flipTB.JPG
24.0,82.6,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3744.jpg
24.0,84.5,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(186).JPG
24.0,82.2,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3359.jpg
24.5,80.5,Early Blight,D:\crops\dataset\tomato\Early_blight\54d55df4-c760-4191-b998-d1e1493a35f5___RS_Erly.B 7524_180deg.JPG
24.3,77.9,Early Blight,D:\crops\dataset\tomato\Early_blight\79b737a7-eca5-4eb9-b30e-dd3e85640e55___RS_Erly.B 9492_180deg.JPG
24.8,76.4,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(287).JPG
24.2,81.1,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(214).JPG
24.3,77.0,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3631.jpg
24.6,80.8,Early Blight,D:\crops\dataset\tomato\Early_blight\e3aef05b-9ed6-421c-a44d-82a996b3e3bb___RS_Erly.B 7803.JPG
24.2,78.6,Early Blight,D:\crops\dataset\tomato\Early_blight\79b737a7-eca5-4eb9-b30e-dd3e85640e55___RS_Erly.B 9492.JPG
24.5,83.0,Early Blight,D:\crops\dataset\tomato\Early_blight\a3d07302-420d-4b4e-94f2-6694ef9d2088___RS_Erly.B 7652_180deg.JPG
24.7,80.5,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(172).JPG
24.2,83.2,Early Blight,D:\crops\dataset\tomato\Early_blight\06339fe1-154f-4bcb-be91-a29e86e25929___RS_Erly.B 7440_180deg.JPG
24.4,80.2,Early Blight,D:\crops\dataset\tomato\Early_blight\eb94014e-83b7-46a4-9b1a-7cae23876302___RS_Erly.B 7471_flipTB.JPG
24.8,77.8,Early Blight,D:\crops\dataset\tomato\Early_blight\8597694d-3162-40ab-9f5b-e8c7cf03e045___RS_Erly.B 9485.JPG
24.7,79.6,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(125).JPG
24.9,79.3,Early Blight,D:\crops\dataset\tomato\Early_blight\28d03063-a772-4136-80fd-3bbff0fffa41___RS_Erly.B 7370.JPG
24.2,82.5,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3412.jpg
24.2,78.8,Early Blight,D:\crops\dataset\tomato\Early_blight\9cd2e960-3941-4b60-84fb-0ed227c26ed7___RS_Erly.B 7839.JPG
24.1,77.3,Early Blight,D:\crops\dataset\tomato\Early_blight\197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B 7834_flipTB.JPG
24.5,76.0,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(150).JPG
24.6,78.1,Early Blight,D:\crops\dataset\tomato\Early_blight\603c6233-8cc0-4bb7-97f3-0e5db1614c63___RS_Erly.B 9398_flipTB.JPG
24.9,77.0,Early Blight,D:\crops\dataset\tomato\Early_blight\ba789eab-7c04-4012-b8fa-98106b20b50c___RS_Erly.B 7771_180deg.JPG
24.3,79.2,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3837.jpg
24.8,78.3,Early Blight,D:\crops\dataset\tomato\Early_blight\603c6233-8cc0-4bb7-97f3-0e5db1614c63___RS_Erly.B 9398_180deg.JPG
24.7,73.7,Early Blight,D:\crops\dataset\tomato\Early_blight\59dbd132-6e6c-4127-a218-b7602cbee670___RS_Erly.B 9449_flipTB.JPG
24.9,74.0,Early Blight,D:\crops\dataset\tomato\Early_blight\5390d8c0-5781-47cf-8d0a-482e000a01f3___RS_Erly.B 7400.JPG
24.8,73.8,Early Blight,D:\crops\dataset\tomato\Early_blight\be03b7aa-4c59-4ea9-b3cc-33a93a34b402___RS_Erly.B 7742_flipTB.JPG
24.7,79.7,Early Blight,D:\crops\dataset\tomato\Early_blight\bec8a4aa-dd9c-44db-815a-c760d49a8868___RS_Erly.B 7680_flipTB.JPG
24.6,79.7,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3329.jpg
24.0,83.0,Early Blight,D:\crops\dataset\tomato\Early_blight\a20bd77c-4ecf-473c-89aa-329b1719fbe1___RS_Erly.B 7639_180deg.JPG
24.0,84.2,Early Blight,D:\crops\dataset\tomato\Early_blight\late-blight-tomato.jpg
24.2,76.6,Early Blight,D:\crops\dataset\tomato\Early_blight\eb2537b2-d6fa-4c70-b919-f90bbe2c65f2___RS_Erly.B 7605.JPG
24.0,76.5,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(593).JPG
24.2,79.6,Early Blight,D:\crops\dataset\tomato\Early_blight\d59a0542-4c2a-441b-8566-e1f741e917d4___RS_Erly.B 6437.JPG
24.3,80.9,Early Blight,D:\crops\dataset\tomato\Early_blight\bab7dc71-f5d2-4b07-a582-11a13f785b3d___RS_Erly.B 7764_180deg.JPG
24.8,80.2,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3483.jpg
24.0,83.1,Early Blight,D:\crops\dataset\tomato\Early_blight\da84925b-554a-465d-bdb2-91851f77d5ce___RS_Erly.B 9420_180deg.JPG
24.0,77.4,Early Blight,D:\crops\dataset\tomato\Early_blight\c2369b01-d04f-443c-b6ab-9e62e1480420___RS_Erly.B 8397_flipTB.JPG
24.0,84.6,Early Blight,D:\crops\dataset\tomato\Early_blight\df9e0c7e-59cb-4a87-abbd-66f0f78e5130___RS_Erly.B 8275.JPG
24.8,80.2,Early Blight,D:\crops\dataset\tomato\Early_blight\e332b0b1-ed0c-49b0-aad2-da29a8636126___RS_Erly.B 9418.JPG
24.8,74.2,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3338.jpg
24.8,74.5,Early Blight,D:\crops\dataset\tomato\Early_blight\tomato-early-blightH_jpg.rf.2633fbae0a933eb2711cb8466f34aca1.jpg
24.1,78.0,Early Blight,D:\crops\dataset\tomato\Early_blight\121e9cbe-77d2-43ca-8e04-17a556a1c2b2___RS_Erly.B 7512_180deg.JPG
24.0,76.9,Early Blight,D:\crops\dataset\tomato\Early_blight\EB_(20).jpg
24.2,80.7,Early Blight,D:\crops\dataset\tomato\Early_blight\29645def-a571-4442-8f95-d7ebf71befde___RS_Erly.B 7751_180deg.JPG
24.1,83.2,Early Blight,D:\crops\dataset\tomato\Early_blight\aug_3665.jpg
24.2,78.5,Early Blight,D:\crops\dataset\tomato\Early_blight\1234080-Early-Blight_jpg.rf.56ad43a4a453ae9859108e33362ec1f4.jpg
24.2,79.4,Early Blight,D:\crops\dataset\tomato\Early_blight\1.jpg
24.3,77.2,Early Blight,D:\crops\dataset\tomato\Early_blight\1bb0101c-d0a4-41a5-85b9-6e8634d01a36___RS_Erly.B 9585.JPG
24.7,81.7,Early Blight,D:\crops\dataset\tomato\Early_blight\0bb52721-51a6-4343-8c54-de15cedf8e5c___RS_Erly.B 7572.JPG
19.7,98.0,Late Blight,D:\crops\dataset\tomato\Late_blight\LB_ (381).png
19.6,93.6,Late Blight,D:\crops\dataset\tomato\Late_blight\fb5dc387-cb1d-49bb-b81e-58d60705a2fd___GHLB_PS Leaf 1.3 Day 16.jpg
18.8,95.1,Late Blight,D:\crops\dataset\tomato\Late_blight\5d5d8789-8979-4e2d-ac17-7228e8af61c9___RS_Late.B 5109.JPG
19.9,97.8,Late Blight,D:\crops\dataset\tomato\Late_blight\late_blight_tomato_transplant2x1200_jpg.rf.fe7287f131ef4827cb2265ed7383e38c.jpg
18.4,95.0,Late Blight,D:\crops\dataset\tomato\Late_blight\8168a850-1360-49cf-8ecc-77730cc24ac5___RS_Late.B 4979.JPG
19.7,96.8,Late Blight,D:\crops\dataset\tomato\Late_blight\LB_ (248).jpg
18.5,91.1,Late Blight,D:\crops\dataset\tomato\Late_blight\tomato_late-blight_01_zoom_jpg.rf.837d1c4ca5229ce2e18f49d99c840a53.jpg
18.7,92.4,Late Blight,D:\crops\dataset\tomato\Late_blight\d730e978-5e96-4a43-878b-33ffc5b635c4___GHLB2 Leaf 8972.JPG
17.9,96.2,Late Blight,D:\crops\dataset\tomato\Late_blight\Lb81_mirror_vertical.jpg
19.0,92.0,Late Blight,D:\crops\dataset\tomato\Late_blight\25a83fb3-e27a-419c-a9db-652fae319fcd___RS_Late.B 6191.JPG
17.8,90.2,Late Blight,D:\crops\dataset\tomato\Late_blight\a5f089d1-5a8e-4c1f-bcc2-c1154c28e824___GHLB2 Leaf 8926.JPG
17.6,95.5,Late Blight,D:\crops\dataset\tomato\Late_blight\Lb73_mirror_vertical.jpg
16.9,97.1,Late Blight,D:\crops\dataset\tomato\Late_blight\03e8a2f9-6a7e-43dd-8a1b-3eb7cf99b89b___RS_Late.B 5034.JPG
23.3,88.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\BCH-20medium-20thumbnail-20for-20upload-20-2861-29_jpg.rf.f138e1920aeffb01938a3768a7cee40f.jpg
23.4,86.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls59_mirror.jpg
23.8,85.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\609fec75-fdd5-4adc-8748-121c9420e813___JR_Sept.L.S 2485.JPG
23.6,86.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (525).jpg
23.0,90.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\19352c8e-cfc9-4980-86a7-4c067390770a___Matt.S_CG 1107.JPG
22.5,93.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (976).jpg
22.9,89.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls58_change_180.jpg
23.8,85.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (32).jpg
24.6,85.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3717.jpg
23.8,89.4,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\80ec9d60-0f20-4c02-8d63-76108e90bc14___JR_Sept.L.S 8525.JPG
23.6,91.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (860).jpg
24.0,85.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\de026b6e-618a-4d24-8e9a-511144aa94d9___Matt.S_CG 0915.JPG
23.6,87.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\4dc663c9-994d-4204-ae40-30d5eab53bc9___Matt.S_CG 0678_flipTB.JPG
23.7,85.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\a0268a59-6f6e-4f65-973a-a282a1d078fd___Matt.S_CG 0972.JPG
23.3,86.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\1f7fb33a-b74e-465c-ac76-8c3866931a3d___Keller.St_CG 2011_flipTB.JPG
22.6,88.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\aug_3648.jpg
22.6,87.7,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\IMG_0312_original_jpg.rf.f0341349fc4c9ace89288c595d6f4347.jpg
23.7,86.1,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls16_change_270.jpg
22.6,89.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls20_change_90.jpg
22.5,86.8,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\25592188-309d-450c-b45f-fbbdb02b316f___Matt.S_CG 6181.JPG
23.2,88.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\bfea5a30-8ece-4c04-b437-ca17fe9fab95___JR_Sept.L.S 2481.JPG
22.2,87.5,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls67_change_180.jpg
22.5,91.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\6d7faf0d-1f04-4aba-a0aa-21c36ed89881___Matt.S_CG 6775.JPG
23.0,90.9,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\657bb6c3-e9e8-41ce-b3ef-265168eae5d6___Matt.S_CG 6685.JPG
24.0,86.6,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\cc446d29-cb74-4c2d-b9c4-a08632ea045b___Matt.S_CG 7850.JPG
23.9,87.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\56aea38d-2fda-4328-9b47-c185a72fc73f___Matt.S_CG 7755.JPG
22.7,87.2,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\Gls54_lower.jpg
22.2,92.3,Septoria Leaf Spot,D:\crops\dataset\tomato\Septoria_leaf_spot\SS_ (401).jpg
